Year,Country,Sport,Discipline,GoldCount,SilverCount,BronzeCount
1992,GER,Equestrian,Eventing,0,1,1
1992,GER,Equestrian,Jumping,1,0,0
1992,GER,Fencing,Fencing,2,1,0
1992,GER,Gymnastics,Artistic G.,0,1,2
1992,GER,Hockey,Hockey,1,1,0
1992,GER,Judo,Judo,0,0,2
1992,GER,Rowing,Rowing,4,3,3
1992,GER,Shooting,Shooting,2,0,1
1992,GER,Table Tennis,Table Tennis,0,1,0
1992,GER,Tennis,Tennis,1,1,0
1992,GER,Weightlifting,Weightlifting,1,0,2
1992,GER,Wrestling,Wrestling Free.,0,1,0
1992,GER,Wrestling,Wrestling Gre-R,1,1,0
1992,GHA,Football,Football,0,0,1
1992,GRE,Athletics,Athletics,1,0,0
1992,GRE,Weightlifting,Weightlifting,1,0,0
1992,HUN,Aquatics,Swimming,5,3,1
1992,HUN,Boxing,Boxing,0,0,3
1992,HUN,Canoe / Kayak,Canoe / Kayak F,1,3,2
1992,HUN,Fencing,Fencing,1,2,0
1992,HUN,Gymnastics,Artistic G.,1,1,0
1992,HUN,Judo,Judo,1,2,1
1992,HUN,Modern Pentathlon,Modern Pentath.,0,1,0
1992,HUN,Wrestling,Wrestling Gre-R,2,0,0
1992,INA,Badminton,Badminton,2,2,1
1992,IOP,Shooting,Shooting,0,1,2
1992,IRI,Wrestling,Wrestling Free.,0,1,2
1992,IRL,Boxing,Boxing,1,1,0
1992,ISR,Judo,Judo,0,1,1
1992,ITA,Aquatics,Swimming,0,0,2
1992,ITA,Aquatics,Water polo,1,0,0
1992,ITA,Athletics,Athletics,0,0,1
1992,ITA,Canoe / Kayak,Canoe / Kayak F,0,0,1
1992,ITA,Canoe / Kayak,Canoe / Kayak S,1,0,0
1992,ITA,Cycling,Cycling Road,1,1,0
1992,ITA,Cycling,Cycling Track,1,0,0
1992,ITA,Fencing,Fencing,2,1,0
1992,ITA,Judo,Judo,0,1,0
1992,ITA,Modern Pentathlon,Modern Pentath.,0,0,1
1992,ITA,Rowing,Rowing,0,1,1
1992,ITA,Shooting,Shooting,0,0,2
1992,ITA,Wrestling,Wrestling Gre-R,0,1,0
1992,JAM,Athletics,Athletics,0,3,1
1992,JPN,Aquatics,Swimming,1,0,0
1992,JPN,Aquatics,Synchronized S.,0,0,2
1992,JPN,Athletics,Athletics,0,2,0
1992,JPN,Baseball,Baseball,0,0,1
1992,JPN,Gymnastics,Artistic G.,0,1,2
1992,JPN,Judo,Judo,2,4,4
1992,JPN,Shooting,Shooting,0,1,1
1992,JPN,Wrestling,Wrestling Free.,0,0,1
1992,KEN,Athletics,Athletics,2,4,2
1992,KOR,Archery,Archery,2,2,0
1992,KOR,Athletics,Athletics,1,0,0
1992,KOR,Badminton,Badminton,2,1,1
1992,KOR,Boxing,Boxing,0,0,2
1992,KOR,Gymnastics,Artistic G.,0,0,1
1992,KOR,Handball,Handball,1,0,0
1992,KOR,Judo,Judo,1,1,2
1992,KOR,Shooting,Shooting,2,0,0
1992,KOR,Table Tennis,Table Tennis,0,0,4
1992,KOR,Weightlifting,Weightlifting,1,0,0
1992,KOR,Wrestling,Wrestling Free.,1,1,0
1992,KOR,Wrestling,Wrestling Gre-R,1,0,1
1992,LAT,Canoe / Kayak,Canoe / Kayak F,0,1,0
1992,LAT,Cycling,Cycling Road,0,0,1
1992,LAT,Shooting,Shooting,0,1,0
1992,LTU,Athletics,Athletics,1,0,0
1992,LTU,Basketball,Basketball,0,0,1
1992,MAR,Athletics,Athletics,1,1,0
1992,MAR,Boxing,Boxing,0,0,1
1992,MAS,Badminton,Badminton,0,0,1
1992,MEX,Athletics,Athletics,0,1,0
1992,MGL,Boxing,Boxing,0,0,1
1992,MGL,Shooting,Shooting,0,0,1
1992,NAM,Athletics,Athletics,0,2,0
1992,NED,Athletics,Athletics,1,0,0
1992,NED,Boxing,Boxing,0,1,1
1992,NED,Cycling,Cycling Road,0,1,1
1992,NED,Cycling,Cycling Track,0,1,1
1992,NED,Equestrian,Dressage,0,1,0
1992,NED,Equestrian,Jumping,1,1,0
1992,NED,Judo,Judo,0,0,2
1992,NED,Rowing,Rowing,0,0,1
1992,NED,Sailing,Sailing,0,0,1
1992,NED,Volleyball,Volleyball,0,1,0
1992,NGR,Athletics,Athletics,0,1,1
1992,NGR,Boxing,Boxing,0,2,0
1992,NOR,Canoe / Kayak,Canoe / Kayak F,0,1,1
1992,NOR,Handball,Handball,0,1,0
1992,NOR,Rowing,Rowing,0,1,0
1992,NOR,Sailing,Sailing,1,0,0
1992,NOR,Shooting,Shooting,0,1,0
1992,NOR,Wrestling,Wrestling Gre-R,1,0,0
1992,NZL,Aquatics,Swimming,0,1,0
1992,NZL,Athletics,Athletics,0,0,1
1992,NZL,Boxing,Boxing,0,0,1
1992,NZL,Cycling,Cycling Track,0,0,1
1992,NZL,Equestrian,Eventing,0,2,1
1992,NZL,Sailing,Sailing,1,2,1
1992,PAK,Hockey,Hockey,0,0,1
1992,PER,Shooting,Shooting,0,1,0
1992,PHI,Boxing,Boxing,0,0,1
1992,POL,Aquatics,Swimming,0,1,0
1992,POL,Athletics,Athletics,0,0,1
1992,POL,Boxing,Boxing,0,0,1
1992,POL,Canoe / Kayak,Canoe / Kayak F,0,1,2
1992,POL,Fencing,Fencing,0,0,1
1992,POL,Football,Football,0,1,0
1992,POL,Judo,Judo,1,0,0
1992,POL,Modern Pentathlon,Modern Pentath.,2,0,0
1992,POL,Rowing,Rowing,0,0,2
1992,POL,Shooting,Shooting,0,0,1
1992,POL,Weightlifting,Weightlifting,0,1,2
1992,POL,Wrestling,Wrestling Gre-R,0,2,0
1992,PRK,Boxing,Boxing,1,0,1
1992,PRK,Gymnastics,Artistic G.,1,0,0
1992,PRK,Table Tennis,Table Tennis,0,0,2
1992,PRK,Weightlifting,Weightlifting,0,0,1
1992,PRK,Wrestling,Wrestling Free.,2,0,1
1992,PUR,Boxing,Boxing,0,0,1
1992,QAT,Athletics,Athletics,0,0,1
1992,ROU,Athletics,Athletics,0,1,0
1992,ROU,Boxing,Boxing,0,0,1
1992,ROU,Fencing,Fencing,0,0,1
1992,ROU,Gymnastics,Artistic G.,2,1,2
1992,ROU,Rowing,Rowing,2,4,1
1992,ROU,Shooting,Shooting,0,0,1
1992,ROU,Weightlifting,Weightlifting,0,0,1
1992,ROU,Wrestling,Wrestling Gre-R,0,0,1
1992,RSA,Athletics,Athletics,0,1,0
1992,RSA,Tennis,Tennis,0,1,0
1992,SLO,Rowing,Rowing,0,0,2
1992,SUI,Tennis,Tennis,1,0,0
1992,SUR,Aquatics,Swimming,0,0,1
1992,SWE,Aquatics,Swimming,0,2,1
1992,SWE,Athletics,Athletics,0,1,0
1992,SWE,Canoe / Kayak,Canoe / Kayak F,0,2,1
1992,SWE,Handball,Handball,0,1,0
1992,SWE,Shooting,Shooting,0,0,1
1992,SWE,Table Tennis,Table Tennis,1,0,0
1992,SWE,Wrestling,Wrestling Gre-R,0,1,1
1992,TCH,Athletics,Athletics,2,0,0
1992,TCH,Canoe / Kayak,Canoe / Kayak S,1,1,0
1992,TCH,Rowing,Rowing,0,1,0
1992,TCH,Shooting,Shooting,1,0,1
1992,THA,Boxing,Boxing,0,0,1
1992,TPE,Baseball,Baseball,0,1,0
1992,TUR,Judo,Judo,0,0,1
1992,TUR,Weightlifting,Weightlifting,1,0,0
1992,TUR,Wrestling,Wrestling Free.,0,1,1
1992,TUR,Wrestling,Wrestling Gre-R,1,1,0
1992,USA,Aquatics,Diving,1,1,1
1992,USA,Aquatics,Swimming,11,9,7
1992,USA,Aquatics,Synchronized S.,2,0,0
1992,USA,Athletics,Athletics,12,8,10
1992,USA,Basketball,Basketball,1,0,1
1992,USA,Boxing,Boxing,1,1,1
1992,USA,Canoe / Kayak,Canoe / Kayak F,0,0,1
1992,USA,Canoe / Kayak,Canoe / Kayak S,1,0,1
1992,USA,Cycling,Cycling Track,0,0,2
1992,USA,Equestrian,Dressage,0,0,2
1992,USA,Equestrian,Jumping,0,0,1
1992,USA,Gymnastics,Artistic G.,1,2,3
1992,USA,Judo,Judo,0,1,0
1992,USA,Rowing,Rowing,0,2,1
1992,USA,Sailing,Sailing,1,6,2
1992,USA,Shooting,Shooting,1,1,0
1992,USA,Tennis,Tennis,2,0,1
1992,USA,Volleyball,Volleyball,0,0,2
1992,USA,Wrestling,Wrestling Free.,3,2,1
1992,USA,Wrestling,Wrestling Gre-R,0,1,1
1996,ALG,Athletics,Athletics,1,0,0
1996,ALG,Boxing,Boxing,1,0,1
1996,ARG,Boxing,Boxing,0,0,1
1996,ARG,Football,Football,0,1,0
1996,ARG,Sailing,Sailing,0,1,0
1996,ARM,Wrestling,Wrestling Free.,0,1,0
1996,ARM,Wrestling,Wrestling Gre-R,1,0,0
1996,AUS,Aquatics,Swimming,2,4,6
1996,AUS,Athletics,Athletics,0,2,0
1996,AUS,Basketball,Basketball,0,0,1
1996,AUS,Canoe / Kayak,Canoe / Kayak F,0,0,3
1996,AUS,Cycling,Cycling Track,0,1,4
1996,AUS,Equestrian,Eventing,2,0,0
1996,AUS,Hockey,Hockey,1,0,1
1996,AUS,Rowing,Rowing,2,1,3
1996,AUS,Sailing,Sailing,0,1,1
1996,AUS,Shooting,Shooting,2,0,1
1996,AUS,Softball,Softball,0,0,1
1996,AUS,Tennis,Tennis,1,0,0
1996,AUS,Volleyball,Beach volley.,0,0,1
1996,AUS,Weightlifting,Weightlifting,0,0,1
1996,AUT,Athletics,Athletics,0,0,1
1996,AUT,Shooting,Shooting,0,1,1
1996,AZE,Wrestling,Wrestling Free.,0,1,0
1996,BAH,Athletics,Athletics,0,1,0
1996,BDI,Athletics,Athletics,1,0,0
1996,BEL,Aquatics,Swimming,1,0,0
1996,BEL,Judo,Judo,1,1,2
1996,BEL,Sailing,Sailing,0,1,0
1996,BLR,Athletics,Athletics,0,2,2
1996,BLR,Gymnastics,Artistic G.,0,0,4
1996,BLR,Rowing,Rowing,1,0,1
1996,BLR,Shooting,Shooting,0,1,0
1996,BLR,Wrestling,Wrestling Free.,0,1,0
1996,BLR,Wrestling,Wrestling Gre-R,0,2,1
1996,BRA,Aquatics,Swimming,0,1,2
1996,BRA,Athletics,Athletics,0,0,1
1996,BRA,Basketball,Basketball,0,1,0
1996,BRA,Equestrian,Jumping,0,0,1
1996,BRA,Football,Football,0,0,1
1996,BRA,Judo,Judo,0,0,2
1996,BRA,Sailing,Sailing,2,0,1
1996,BRA,Volleyball,Beach volley.,1,1,0
1996,BRA,Volleyball,Volleyball,0,0,1
1996,BUL,Athletics,Athletics,1,0,0
1996,BUL,Boxing,Boxing,1,2,0
1996,BUL,Canoe / Kayak,Canoe / Kayak F,0,0,1
1996,BUL,Gymnastics,Artistic G.,0,1,0
1996,BUL,Gymnastics,Rhythmic G.,0,1,0
1996,BUL,Shooting,Shooting,0,2,2
1996,BUL,Weightlifting,Weightlifting,0,1,2
1996,BUL,Wrestling,Wrestling Free.,1,0,0
1996,CAN,Aquatics,Diving,0,0,1
1996,CAN,Aquatics,Swimming,0,1,2
1996,CAN,Aquatics,Synchronized S.,0,1,0
1996,CAN,Athletics,Athletics,2,0,0
1996,CAN,Boxing,Boxing,0,1,0
1996,CAN,Canoe / Kayak,Canoe / Kayak F,0,1,0
1996,CAN,Cycling,Cycling Road,0,0,2
1996,CAN,Cycling,Cycling Track,0,1,1
1996,CAN,Cycling,Mountain Bike,0,1,0
1996,CAN,Rowing,Rowing,1,4,1
1996,CAN,Volleyball,Beach volley.,0,0,1
1996,CAN,Wrestling,Wrestling Free.,0,1,0
1996,CHN,Aquatics,Diving,3,1,1
1996,CHN,Aquatics,Swimming,1,3,2
1996,CHN,Archery,Archery,0,1,0
1996,CHN,Athletics,Athletics,1,2,1
1996,CHN,Badminton,Badminton,1,1,2
1996,CHN,Football,Football,0,1,0
1996,CHN,Gymnastics,Artistic G.,1,4,1
1996,CHN,Judo,Judo,1,0,1
1996,CHN,Rowing,Rowing,0,1,0
1996,CHN,Shooting,Shooting,2,2,1
1996,CHN,Softball,Softball,0,1,0
1996,CHN,Table Tennis,Table Tennis,4,3,1
1996,CHN,Volleyball,Volleyball,0,1,0
1996,CHN,Weightlifting,Weightlifting,2,1,1
1996,CHN,Wrestling,Wrestling Gre-R,0,0,1
1996,CRC,Aquatics,Swimming,1,0,0
1996,CRO,Aquatics,Water polo,0,1,0
1996,CRO,Handball,Handball,1,0,0
1996,CUB,Aquatics,Swimming,0,1,1
1996,CUB,Athletics,Athletics,0,1,1
1996,CUB,Baseball,Baseball,1,0,0
1996,CUB,Boxing,Boxing,4,3,0
1996,CUB,Fencing,Fencing,0,1,1
1996,CUB,Judo,Judo,1,1,4
1996,CUB,Volleyball,Volleyball,1,0,0
1996,CUB,Weightlifting,Weightlifting,1,0,0
1996,CUB,Wrestling,Wrestling Free.,0,0,1
1996,CUB,Wrestling,Wrestling Gre-R,1,1,0
1996,CZE,Athletics,Athletics,1,0,2
1996,CZE,Canoe / Kayak,Canoe / Kayak F,2,0,0
1996,CZE,Canoe / Kayak,Canoe / Kayak S,1,2,0
1996,CZE,Shooting,Shooting,0,0,1
1996,CZE,Tennis,Tennis,0,1,1
1996,DEN,Badminton,Badminton,1,0,0
1996,DEN,Cycling,Cycling Road,0,1,0
1996,DEN,Handball,Handball,1,0,0
1996,DEN,Rowing,Rowing,1,0,1
1996,DEN,Sailing,Sailing,1,0,0
1996,ECU,Athletics,Athletics,1,0,0
1996,ESP,Aquatics,Water polo,1,0,0
1996,ESP,Athletics,Athletics,0,1,1
1996,ESP,Boxing,Boxing,0,0,1
1996,ESP,Cycling,Cycling Road,1,1,0
1996,ESP,Gymnastics,Rhythmic G.,1,0,0
1996,ESP,Handball,Handball,0,0,1
1996,ESP,Hockey,Hockey,0,1,0
1996,ESP,Judo,Judo,0,1,2
1996,ESP,Sailing,Sailing,2,0,0
1996,ESP,Tennis,Tennis,0,2,1
1996,ETH,Athletics,Athletics,2,0,1
1996,FIN,Aquatics,Swimming,0,1,0
1996,FIN,Athletics,Athletics,1,0,1
1996,FIN,Wrestling,Wrestling Gre-R,0,1,0
1996,FRA,Athletics,Athletics,3,0,1
1996,FRA,Canoe / Kayak,Canoe / Kayak S,1,0,2
1996,FRA,Cycling,Cycling Road,1,1,0
1996,FRA,Cycling,Cycling Track,4,2,0
1996,FRA,Cycling,Mountain Bike,0,0,1
1996,FRA,Equestrian,Jumping,0,0,1
1996,FRA,Fencing,Fencing,2,2,3
1996,FRA,Judo,Judo,3,0,3
1996,FRA,Rowing,Rowing,0,1,3
1996,FRA,Shooting,Shooting,1,0,1
1996,FRA,Wrestling,Wrestling Gre-R,0,1,0
1996,GBR,Aquatics,Swimming,0,1,1
1996,GBR,Athletics,Athletics,0,4,2
1996,GBR,Cycling,Cycling Road,0,0,2
1996,GBR,Rowing,Rowing,1,0,1
1996,GBR,Sailing,Sailing,0,2,0
1996,GBR,Tennis,Tennis,0,1,0
1996,GEO,Judo,Judo,0,0,1
1996,GEO,Wrestling,Wrestling Free.,0,0,1
1996,GER,Aquatics,Diving,0,2,0
1996,GER,Aquatics,Swimming,0,5,7
1996,GER,Archery,Archery,0,1,0
1996,GER,Athletics,Athletics,3,1,3
1996,GER,Boxing,Boxing,0,1,3
1996,GER,Canoe / Kayak,Canoe / Kayak F,4,2,0
1996,GER,Canoe / Kayak,Canoe / Kayak S,1,0,2
1996,GER,Cycling,Cycling Track,1,0,1
1996,GER,Equestrian,Dressage,3,0,0
1996,GER,Equestrian,Jumping,2,0,0
1996,GER,Fencing,Fencing,0,0,1
1996,GER,Gymnastics,Artistic G.,1,0,0
1996,GER,Judo,Judo,1,0,4
1996,GER,Rowing,Rowing,2,1,1
1996,GER,Sailing,Sailing,1,0,0
1996,GER,Shooting,Shooting,2,2,0
1996,GER,Table Tennis,Table Tennis,0,0,1
1996,GER,Tennis,Tennis,0,0,1
1996,GER,Weightlifting,Weightlifting,0,2,1
1996,GER,Wrestling,Wrestling Free.,0,0,1
1996,GER,Wrestling,Wrestling Gre-R,0,1,1
1996,GRE,Athletics,Athletics,0,1,0
1996,GRE,Gymnastics,Artistic G.,1,0,0
1996,GRE,Sailing,Sailing,1,0,0
1996,GRE,Weightlifting,Weightlifting,2,3,0
1996,HKG,Sailing,Sailing,1,0,0
1996,HUN,Aquatics,Swimming,3,1,2
1996,HUN,Athletics,Athletics,1,0,0
1996,HUN,Boxing,Boxing,1,0,0
1996,HUN,Canoe / Kayak,Canoe / Kayak F,2,1,3
1996,HUN,Fencing,Fencing,0,1,2
1996,HUN,Gymnastics,Artistic G.,0,1,0
1996,HUN,Handball,Handball,0,0,1
1996,HUN,Modern Pentathlon,Modern Pentath.,0,0,1
1996,HUN,Weightlifting,Weightlifting,0,0,1
1996,INA,Badminton,Badminton,1,1,2
1996,IND,Tennis,Tennis,0,0,1
1996,IRI,Wrestling,Wrestling Free.,1,1,1
1996,IRL,Aquatics,Swimming,3,0,1
1996,ISR,Sailing,Sailing,0,0,1
1996,ITA,Aquatics,Swimming,0,0,1
1996,ITA,Aquatics,Water polo,0,0,1
1996,ITA,Archery,Archery,0,0,1
1996,ITA,Athletics,Athletics,0,2,2
1996,ITA,Canoe / Kayak,Canoe / Kayak F,2,2,1
1996,ITA,Cycling,Cycling Road,0,1,0
1996,ITA,Cycling,Cycling Track,3,0,0
1996,ITA,Cycling,Mountain Bike,1,0,0
1996,ITA,Fencing,Fencing,3,2,2
1996,ITA,Gymnastics,Artistic G.,1,0,0
1996,ITA,Judo,Judo,0,1,1
1996,ITA,Rowing,Rowing,1,0,0
1996,ITA,Sailing,Sailing,0,0,1
1996,ITA,Shooting,Shooting,2,1,2
1996,ITA,Volleyball,Volleyball,0,1,0
1996,JAM,Athletics,Athletics,1,3,2
1996,JPN,Aquatics,Synchronized S.,0,0,1
1996,JPN,Athletics,Athletics,0,0,1
1996,JPN,Baseball,Baseball,0,1,0
1996,JPN,Cycling,Cycling Track,0,0,1
1996,JPN,Judo,Judo,3,4,1
1996,JPN,Sailing,Sailing,0,1,0
1996,JPN,Wrestling,Wrestling Free.,0,0,1
1996,KAZ,Boxing,Boxing,1,1,2
1996,KAZ,Modern Pentathlon,Modern Pentath.,1,0,0
1996,KAZ,Shooting,Shooting,0,2,1
1996,KAZ,Weightlifting,Weightlifting,0,1,0
1996,KAZ,Wrestling,Wrestling Free.,0,0,1
1996,KAZ,Wrestling,Wrestling Gre-R,1,0,0
1996,KEN,Athletics,Athletics,1,4,3
1996,KOR,Archery,Archery,2,1,1
1996,KOR,Athletics,Athletics,0,1,0
1996,KOR,Badminton,Badminton,3,2,0
1996,KOR,Boxing,Boxing,0,1,0
1996,KOR,Gymnastics,Artistic G.,0,1,0
1996,KOR,Handball,Handball,0,1,0
1996,KOR,Hockey,Hockey,0,1,0
1996,KOR,Judo,Judo,2,4,2
1996,KOR,Table Tennis,Table Tennis,0,0,2
1996,KOR,Wrestling,Wrestling Free.,0,3,0
1996,KOR,Wrestling,Wrestling Gre-R,1,0,0
1996,LAT,Canoe / Kayak,Canoe / Kayak F,0,1,0
1996,LTU,Basketball,Basketball,0,0,1
1996,MAR,Athletics,Athletics,0,0,2
1996,MAS,Badminton,Badminton,0,1,1
1996,MDA,Canoe / Kayak,Canoe / Kayak F,0,1,0
1996,MDA,Wrestling,Wrestling Gre-R,0,0,1
1996,MEX,Athletics,Athletics,0,0,1
1996,MGL,Judo,Judo,0,0,1
1996,MOZ,Athletics,Athletics,0,0,1
1996,NAM,Athletics,Athletics,0,2,0
1996,NED,Aquatics,Swimming,0,0,2
1996,NED,Cycling,Cycling Track,0,1,1
1996,NED,Cycling,Mountain Bike,1,0,0
1996,NED,Equestrian,Dressage,0,3,1
1996,NED,Hockey,Hockey,1,0,1
1996,NED,Judo,Judo,0,0,3
1996,NED,Rowing,Rowing,1,1,1
1996,NED,Sailing,Sailing,0,1,1
1996,NED,Volleyball,Volleyball,1,0,0
1996,NGR,Athletics,Athletics,1,1,2
1996,NGR,Boxing,Boxing,0,0,1
1996,NGR,Football,Football,1,0,0
1996,NOR,Athletics,Athletics,1,0,1
1996,NOR,Canoe / Kayak,Canoe / Kayak F,1,1,0
1996,NOR,Football,Football,0,0,1
1996,NOR,Rowing,Rowing,0,1,0
1996,NOR,Sailing,Sailing,0,0,1
1996,NZL,Aquatics,Swimming,2,0,0
1996,NZL,Equestrian,Eventing,1,1,2
1996,NZL,Sailing,Sailing,0,1,0
1996,PHI,Boxing,Boxing,0,1,0
1996,POL,Archery,Archery,0,0,1
1996,POL,Athletics,Athletics,1,1,0
1996,POL,Canoe / Kayak,Canoe / Kayak F,0,0,1
1996,POL,Fencing,Fencing,0,1,0
1996,POL,Judo,Judo,1,1,0
1996,POL,Sailing,Sailing,1,0,0
1996,POL,Shooting,Shooting,1,1,1
1996,POL,Weightlifting,Weightlifting,0,0,1
1996,POL,Wrestling,Wrestling Gre-R,3,1,1
1996,POR,Athletics,Athletics,1,0,0
1996,POR,Sailing,Sailing,0,0,1
1996,PRK,Judo,Judo,1,0,0
1996,PRK,Weightlifting,Weightlifting,0,1,1
1996,PRK,Wrestling,Wrestling Free.,1,0,1
1996,PUR,Boxing,Boxing,0,0,1
1996,ROU,Athletics,Athletics,0,1,0
1996,ROU,Boxing,Boxing,0,0,2
1996,ROU,Canoe / Kayak,Canoe / Kayak F,0,1,1
1996,ROU,Fencing,Fencing,1,1,0
1996,ROU,Gymnastics,Artistic G.,1,4,4
1996,ROU,Rowing,Rowing,2,0,0
1996,ROU,Weightlifting,Weightlifting,0,0,1
1996,RSA,Aquatics,Swimming,2,0,1
1996,RSA,Athletics,Athletics,1,1,0
1996,RUS,Aquatics,Diving,1,1,0
1996,RUS,Aquatics,Swimming,4,2,2
1996,RUS,Athletics,Athletics,3,6,1
1996,RUS,Boxing,Boxing,1,0,3
1996,RUS,Canoe / Kayak,Canoe / Kayak F,0,0,1
1996,RUS,Cycling,Cycling Road,1,0,0
1996,RUS,Cycling,Cycling Track,0,1,0
1996,RUS,Fencing,Fencing,4,2,1
1996,RUS,Gymnastics,Artistic G.,3,2,3
1996,RUS,Gymnastics,Rhythmic G.,0,1,1
1996,RUS,Modern Pentathlon,Modern Pentath.,0,1,0
1996,RUS,Rowing,Rowing,0,0,1
1996,RUS,Sailing,Sailing,0,1,0
1996,RUS,Shooting,Shooting,3,2,1
1996,RUS,Weightlifting,Weightlifting,2,1,0
1996,RUS,Wrestling,Wrestling Free.,3,1,0
1996,RUS,Wrestling,Wrestling Gre-R,1,0,2
1996,SLO,Athletics,Athletics,0,1,0
1996,SLO,Canoe / Kayak,Canoe / Kayak S,0,1,0
1996,SUI,Canoe / Kayak,Canoe / Kayak F,0,1,0
1996,SUI,Cycling,Cycling Road,1,0,0
1996,SUI,Cycling,Mountain Bike,0,1,0
1996,SUI,Equestrian,Jumping,0,1,0
1996,SUI,Gymnastics,Artistic G.,1,0,0
1996,SUI,Rowing,Rowing,2,0,0
1996,SVK,Canoe / Kayak,Canoe / Kayak F,0,1,0
1996,SVK,Canoe / Kayak,Canoe / Kayak S,1,0,0
1996,SVK,Shooting,Shooting,0,0,1
1996,SWE,Aquatics,Swimming,0,1,0
1996,SWE,Archery,Archery,0,1,0
1996,SWE,Athletics,Athletics,1,0,0
1996,SWE,Canoe / Kayak,Canoe / Kayak F,1,0,1
1996,SWE,Handball,Handball,0,1,0
1996,SWE,Sailing,Sailing,0,1,0
1996,SWE,Wrestling,Wrestling Gre-R,0,0,1
1996,SYR,Athletics,Athletics,1,0,0
1996,TGA,Boxing,Boxing,0,1,0
1996,THA,Boxing,Boxing,1,0,1
1996,TPE,Table Tennis,Table Tennis,0,1,0
1996,TRI,Athletics,Athletics,0,0,2
1996,TUN,Boxing,Boxing,0,0,1
1996,TUR,Boxing,Boxing,0,1,0
1996,TUR,Weightlifting,Weightlifting,2,0,0
1996,TUR,Wrestling,Wrestling Free.,1,0,0
1996,TUR,Wrestling,Wrestling Gre-R,1,0,1
1996,UGA,Athletics,Athletics,0,0,1
1996,UKR,Archery,Archery,0,0,1
1996,UKR,Athletics,Athletics,1,0,3
1996,UKR,Boxing,Boxing,1,0,1
1996,UKR,Gymnastics,Artistic G.,3,1,1
1996,UKR,Gymnastics,Rhythmic G.,1,0,1
1996,UKR,Rowing,Rowing,0,1,0
1996,UKR,Sailing,Sailing,1,0,1
1996,UKR,Weightlifting,Weightlifting,1,0,1
1996,UKR,Wrestling,Wrestling Free.,0,0,2
1996,UKR,Wrestling,Wrestling Gre-R,1,0,1
1996,USA,Aquatics,Diving,0,0,2
1996,USA,Aquatics,Swimming,13,11,2
1996,USA,Aquatics,Synchronized S.,1,0,0
1996,USA,Archery,Archery,2,0,0
1996,USA,Athletics,Athletics,13,5,5
1996,USA,Baseball,Baseball,0,0,1
1996,USA,Basketball,Basketball,2,0,0
1996,USA,Boxing,Boxing,1,0,5
1996,USA,Canoe / Kayak,Canoe / Kayak S,0,1,0
1996,USA,Cycling,Cycling Track,0,2,0
1996,USA,Cycling,Mountain Bike,0,0,1
1996,USA,Equestrian,Dressage,0,0,2
1996,USA,Equestrian,Eventing,0,2,1
1996,USA,Equestrian,Jumping,0,2,0
1996,USA,Football,Football,1,0,0
1996,USA,Gymnastics,Artistic G.,2,2,1
1996,USA,Judo,Judo,0,0,1
1996,USA,Rowing,Rowing,0,3,1
1996,USA,Sailing,Sailing,0,0,2
1996,USA,Shooting,Shooting,1,1,1
1996,USA,Softball,Softball,1,0,0
1996,USA,Tennis,Tennis,3,0,0
1996,USA,Volleyball,Beach volley.,1,1,0
1996,USA,Wrestling,Wrestling Free.,3,1,1
1996,USA,Wrestling,Wrestling Gre-R,0,3,0
1996,UZB,Boxing,Boxing,0,0,1
1996,UZB,Judo,Judo,0,1,0
1996,YUG,Basketball,Basketball,0,1,0
1996,YUG,Shooting,Shooting,1,0,1
1996,YUG,Volleyball,Volleyball,0,0,1
1996,ZAM,Athletics,Athletics,0,1,0
2000,ALG,Athletics,Athletics,1,1,2
2000,ALG,Boxing,Boxing,0,0,1
2000,ARG,Hockey,Hockey,0,1,0
2000,ARG,Sailing,Sailing,0,1,2
2000,ARM,Weightlifting,Weightlifting,0,0,1
2000,AUS,Aquatics,Diving,0,0,2
2000,AUS,Aquatics,Swimming,5,9,4
2000,AUS,Aquatics,Water polo,1,0,0
2000,AUS,Archery,Archery,1,0,0
2000,AUS,Athletics,Athletics,1,2,0
2000,AUS,Basketball,Basketball,0,1,0
2000,AUS,Canoe / Kayak,Canoe / Kayak F,0,1,1
2000,AUS,Cycling,Cycling Track,1,2,3
2000,AUS,Equestrian,Eventing,1,1,0
2000,AUS,Gymnastics,Trampoline,0,1,0
2000,AUS,Hockey,Hockey,1,0,1
2000,AUS,Judo,Judo,0,0,1
2000,AUS,Rowing,Rowing,0,3,2
2000,AUS,Sailing,Sailing,2,1,1
2000,AUS,Shooting,Shooting,1,1,1
2000,AUS,Softball,Softball,0,0,1
2000,AUS,Taekwondo,Taekwondo,1,1,0
2000,AUS,Tennis,Tennis,0,1,0
2000,AUS,Triathlon,Triathlon,0,1,0
2000,AUS,Volleyball,Beach volley.,1,0,0
2000,AUT,Athletics,Athletics,0,1,0
2000,AUT,Sailing,Sailing,2,0,0
2000,AZE,Boxing,Boxing,0,0,1
2000,AZE,Shooting,Shooting,1,0,0
2000,AZE,Wrestling,Wrestling Free.,1,0,0
2000,BAH,Athletics,Athletics,2,0,0
2000,BAR,Athletics,Athletics,0,0,1
2000,BEL,Cycling,Cycling Track,0,1,0
2000,BEL,Cycling,Mountain Bike,0,1,0
2000,BEL,Judo,Judo,0,0,2
2000,BEL,Tennis,Tennis,0,0,1
2000,BLR,Athletics,Athletics,2,0,3
